mindate    ,maxdate    ,name                                                                                                       ,datacoverage ,id
1984-09-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      1      ,LO32A0
1985-04-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      0.9956 ,LO32P0
1984-09-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      1      ,LO33A0
1986-04-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      0.998  ,LO33P0
1984-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      0.9998 ,LO34A0
1984-01-01 ,1988-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      0.9996 ,LO34A2
1984-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      1      ,LO34P0
1984-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      0.9987 ,LO35A0
1984-01-01 ,1989-02-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      1      ,LO35A2
1984-10-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      1      ,LO35P0
2006-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      1      ,LO36A0
2006-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      0.9303 ,LO36P0
2006-01-01 ,2007-06-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      0.8919 ,LO37A0
2006-03-01 ,2006-04-01 ,Lowest soil temperature at observation time(cover: bare ground                                             ,      0.998  ,LO37P0
1988-04-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO51A0
1987-04-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO51P0
1984-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO52A0
1987-03-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO52P0
1984-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO53A0
1987-02-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO53P0
1984-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO54A0
1984-02-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      0.9998 ,LO54P0
1984-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO55A0
1987-02-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO55P0
2006-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO56A0
2006-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      0.9998 ,LO56P0
2006-01-01 ,2010-12-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      1      ,LO57A0
2006-01-01 ,2010-09-01 ,Lowest soil temperature at observation time(cover: sod                                                     ,      0.8514 ,LO57P0
1989-03-01 ,1990-10-01 ,Lowest soil temperature at observation time(cover: bare muck                                               ,      0.998  ,LO84A0
1984-01-01 ,1988-12-01 ,Lowest soil temperature at observation time(cover: bare muck                                               ,      0.9996 ,LO84A3
1990-01-01 ,1990-10-01 ,Lowest soil temperature at observation time(cover: bare muck                                               ,      1      ,LO85A0
1984-01-01 ,1989-02-01 ,Lowest soil temperature at observation time(cover: bare muck                                               ,      1      ,LO85A3
1750-02-01 ,2024-11-14 ,Lowest minimum temperature                                                                                 ,             ,LTMN
1750-02-01 ,2024-11-14 ,Lowest maximum temperature                                                                                 ,             ,LTMX
1982-01-01 ,2024-04-01 ,Lowest maximum soil temperature for the month (degrees F)                                                  ,      1      ,LX01
1984-01-01 ,2009-08-01 ,Lowest maximum soil temperature for the month(cover: unknown                                               ,      1      ,LX0190
1982-01-01 ,2024-04-01 ,Lowest maximum soil temperature for the month (degrees F)                                                  ,      1      ,LX02
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: unknown                                               ,      1      ,LX0290
2011-01-01 ,2012-01-01 ,Lowest maximum soil temperature for the month(cover: unknown                                               ,      0.998  ,LX0299
1982-01-01 ,2024-04-01 ,Lowest maximum soil temperature for the month (degrees F)                                                  ,      1      ,LX03
1984-01-01 ,2009-12-01 ,Lowest maximum soil temperature for the month(cover: unknown                                               ,      1      ,LX0390
1982-01-01 ,2024-04-01 ,Lowest maximum soil temperature for the month (degrees F)                                                  ,      1      ,LX04
1982-01-01 ,2024-04-01 ,Lowest maximum soil temperature for the month (degrees F)                                                  ,      1      ,LX05
1982-01-01 ,2024-04-01 ,Lowest maximum soil temperature for the month (degrees F)                                                  ,      1      ,LX06
1982-06-01 ,2024-04-01 ,Lowest maximum soil temperature for the month (degrees F)                                                  ,      0.9997 ,LX07
1982-06-01 ,2024-01-01 ,Lowest maximum soil temperature for the month (degrees F)                                                  ,      1      ,LX08
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      0.9819 ,LX1190
1984-01-01 ,1985-07-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      1      ,LX1191
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      1      ,LX1290
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      0.8663 ,LX1291
2011-01-01 ,2012-09-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      1      ,LX1299
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      0.998  ,LX1390
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      0.8497 ,LX1391
2011-01-01 ,2011-01-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      0.9819 ,LX1399
2009-03-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      0.998  ,LX1490
2011-01-01 ,2011-02-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      1      ,LX1499
2011-08-01 ,2012-06-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      0.9994 ,LX1599
2011-08-01 ,2012-06-01 ,Lowest maximum soil temperature for the month(cover: grass                                                 ,      0.9994 ,LX1799
1989-08-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: fallow                                                ,      0.9338 ,LX2190
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: fallow                                                ,      0.8663 ,LX2192
1989-08-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: fallow                                                ,      0.9338 ,LX2290
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: fallow                                                ,      0.833  ,LX2292
1989-08-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: fallow                                                ,      0.9338 ,LX2390
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: fallow                                                ,      0.6497 ,LX2392
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3190
1984-01-01 ,1989-02-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3192
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3199
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3290
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      0.9996 ,LX3292
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3299
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3390
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      0.9996 ,LX3392
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3399
2004-08-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      0.9989 ,LX3490
2011-01-01 ,2011-09-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3499
2004-08-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3590
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3599
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: bare ground                                           ,      1      ,LX3699
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      0.9998 ,LX5190
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5199
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5290
1984-01-01 ,1989-02-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5291
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5299
1984-01-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5390
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5399
2002-03-01 ,2010-12-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      0.998  ,LX5490
2011-01-01 ,2011-12-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5499
2002-03-01 ,2009-02-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      0.998  ,LX5590
2011-01-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5599
2012-09-01 ,2015-11-01 ,Lowest maximum soil temperature for the month(cover: sod                                                   ,      1      ,LX5699
1984-01-01 ,1996-11-01 ,Lowest maximum soil temperature for the month(cover: straw mulch                                           ,      0.9812 ,LX6190
1990-01-01 ,1990-10-01 ,Lowest maximum soil temperature for the month(cover: grass muck                                            ,      1      ,LX7290
1984-01-01 ,1989-02-01 ,Lowest maximum soil temperature for the month(cover: grass muck                                            ,      1      ,LX7293
1990-01-01 ,1990-10-01 ,Lowest maximum soil temperature for the month(cover: bare muck                                             ,      1      ,LX8190
1984-01-01 ,1989-02-01 ,Lowest maximum soil temperature for the month(cover: bare muck                                             ,      1      ,LX8193
1989-03-01 ,1990-10-01 ,Lowest maximum soil temperature for the month(cover: bare muck                                             ,      0.998  ,LX8290
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: bare muck                                             ,      0.9996 ,LX8293
1989-03-01 ,1990-10-01 ,Lowest maximum soil temperature for the month(cover: bare muck                                             ,      0.998  ,LX8390
1984-01-01 ,1988-12-01 ,Lowest maximum soil temperature for the month(cover: bare muck                                             ,      0.9996 ,LX8393
2010-01-01 ,2010-01-01 ,Long-term averages of spring cooling degree days with base 45F                                             ,      1      ,MAM-CLDD-BASE45
2010-01-01 ,2010-01-01 ,Long-term averages of spring cooling degree days with base 50F                                             ,      1      ,MAM-CLDD-BASE50
2010-01-01 ,2010-01-01 ,Long-term averages of spring cooling degree days with base 55F                                             ,      1      ,MAM-CLDD-BASE55
2010-01-01 ,2010-01-01 ,Long-term averages of spring cooling degree days with base 57F                                             ,      1      ,MAM-CLDD-BASE57
2010-01-01 ,2010-01-01 ,Long-term averages of spring cooling degree days with base 60F                                             ,      1      ,MAM-CLDD-BASE60
2010-01-01 ,2010-01-01 ,Long-term averages of spring cooling degree days with base 70F                                             ,      1      ,MAM-CLDD-BASE70
2010-01-01 ,2010-01-01 ,Long-term averages of spring cooling degree days with base 72F                                             ,      1      ,MAM-CLDD-BASE72
2010-01-01 ,2010-01-01 ,Long-term averages of spring cooling degree days with base 65F                                             ,      1      ,MAM-CLDD-NORMAL
2010-01-01 ,2010-01-01 ,Long-term averages of spring diurnal temperature range                                                     ,      1      ,MAM-DUTR-NORMAL
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 40F                                             ,      1      ,MAM-GRDD-BASE40
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 45F                                             ,      1      ,MAM-GRDD-BASE45
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 50F                                             ,      1      ,MAM-GRDD-BASE50
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 55F                                             ,      1      ,MAM-GRDD-BASE55
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 57F                                             ,      1      ,MAM-GRDD-BASE57
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 60F                                             ,      1      ,MAM-GRDD-BASE60
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 65F                                             ,      1      ,MAM-GRDD-BASE65
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 70F                                             ,      1      ,MAM-GRDD-BASE70
2010-01-01 ,2010-01-01 ,Long-term averages of spring growing degree days with base 72F                                             ,      1      ,MAM-GRDD-BASE72
2010-01-01 ,2010-01-01 ,Long-term averages of summer growing degree days with truncated bases 48F and 86F                          ,      1      ,MAM-GRDD-TB4886
2010-01-01 ,2010-01-01 ,Long-term averages of summer growing degree days with truncated bases 50F and 86F                          ,      1      ,MAM-GRDD-TB5086
2010-01-01 ,2010-01-01 ,Long-term averages of spring heating degree days with base 40F                                             ,      1      ,MAM-HTDD-BASE40
2010-01-01 ,2010-01-01 ,Long-term averages of spring heating degree days with base 45F                                             ,      1      ,MAM-HTDD-BASE45
2010-01-01 ,2010-01-01 ,Long-term averages of spring heating degree days with base 50F                                             ,      1      ,MAM-HTDD-BASE50
2010-01-01 ,2010-01-01 ,Long-term averages of spring heating degree days with base 55F                                             ,      1      ,MAM-HTDD-BASE55
2010-01-01 ,2010-01-01 ,Long-term averages of spring heating degree days with base 57F                                             ,      1      ,MAM-HTDD-BASE57
2010-01-01 ,2010-01-01 ,Long-term averages of spring heating degree days with base 60F                                             ,      1      ,MAM-HTDD-BASE60
2010-01-01 ,2010-01-01 ,Long-term averages of spring heating degree days with base 65F                                             ,      1      ,MAM-HTDD-NORMAL
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with precipitation >= 0.01 inches                    ,      1      ,MAM-PRCP-AVGNDS-GE001HI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with precipitation >= a 0.10 inches                  ,      1      ,MAM-PRCP-AVGNDS-GE010HI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with precipitation >= 0.50 inches                    ,      1      ,MAM-PRCP-AVGNDS-GE050HI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with precipitation >= 1.00 inches                    ,      1      ,MAM-PRCP-AVGNDS-GE100HI
2010-01-01 ,2010-01-01 ,Long-term averages of seasonal precipitation totals for March-May                                          ,      1      ,MAM-PRCP-NORMAL
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snowfall >= 0.1 inches                          ,      1      ,MAM-SNOW-AVGNDS-GE001TI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snowfall >= 1.0 inches                          ,      1      ,MAM-SNOW-AVGNDS-GE010TI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snowfall >= 3.0 inches                          ,      1      ,MAM-SNOW-AVGNDS-GE030TI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snowfall >= 5.0 inches                          ,      1      ,MAM-SNOW-AVGNDS-GE050TI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snowfall >= 10.0 inches                         ,      1      ,MAM-SNOW-AVGNDS-GE100TI
2010-01-01 ,2010-01-01 ,Long-term averages of seasonal snowfall totals for March-May                                               ,      1      ,MAM-SNOW-NORMAL
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snow depth >= 1 inch                            ,      1      ,MAM-SNWD-AVGNDS-GE001WI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snow depth >= 3 inches                          ,      1      ,MAM-SNWD-AVGNDS-GE003WI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snow depth >= 5 inches                          ,      1      ,MAM-SNWD-AVGNDS-GE005WI
2010-01-01 ,2010-01-01 ,Long-term averages of number of days during March-May with snow depth >= 10 inches                         ,      1      ,MAM-SNWD-AVGNDS-GE010WI
2010-01-01 ,2010-01-01 ,Long-term averages of spring average temperature                                                           ,      1      ,MAM-TAVG-NORMAL
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmax is greater than or equal to 40F                     ,      1      ,MAM-TMAX-AVGNDS-GRTH040
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmax is greater than or equal to 50F                     ,      1      ,MAM-TMAX-AVGNDS-GRTH050
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmax is greater than or equal to 60F                     ,      1      ,MAM-TMAX-AVGNDS-GRTH060
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmax is greater than or equal to 70F                     ,      1      ,MAM-TMAX-AVGNDS-GRTH070
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmax is greater than or equal to 80F                     ,      1      ,MAM-TMAX-AVGNDS-GRTH080
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmax is greater than or equal to 90F                     ,      1      ,MAM-TMAX-AVGNDS-GRTH090
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmax is greater than or equal to 100F                    ,      1      ,MAM-TMAX-AVGNDS-GRTH100
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmax is less than or equal to 32F                        ,      1      ,MAM-TMAX-AVGNDS-LSTH032
2010-01-01 ,2010-01-01 ,Long-term averages of spring maximum temperature                                                           ,      1      ,MAM-TMAX-NORMAL
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmin is less than or equal to 0F                         ,      1      ,MAM-TMIN-AVGNDS-LSTH000
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmin is less than or equal to 10F                        ,      1      ,MAM-TMIN-AVGNDS-LSTH010
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmin is less than or equal to 20F                        ,      1      ,MAM-TMIN-AVGNDS-LSTH020
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmin is less than or equal to 32F                        ,      1      ,MAM-TMIN-AVGNDS-LSTH032
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmin is less than or equal to 40F                        ,      1      ,MAM-TMIN-AVGNDS-LSTH040
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmin is less than or equal to 50F                        ,      1      ,MAM-TMIN-AVGNDS-LSTH050
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmin is less than or equal to 60F                        ,      1      ,MAM-TMIN-AVGNDS-LSTH060
2010-01-01 ,2010-01-01 ,Long-term average number of days per spring where tmin is less than or equal to 70F                        ,      1      ,MAM-TMIN-AVGNDS-LSTH070
2010-01-01 ,2010-01-01 ,Long-term averages of spring minimum temperature                                                           ,      1      ,MAM-TMIN-NORMAL
1948-08-02 ,2010-08-16 ,Multiday evaporation total (use with DAEV)                                                                 ,      1      ,MDEV
1750-02-01 ,2024-06-12 ,"Multiday precipitation total (use with DAPR and DWPR, if available)"                                      ,      1      ,MDPR
1859-12-29 ,2022-11-20 ,Multiday snowfall total                                                                                    ,      1      ,MDSF
1750-02-01 ,2023-12-31 ,Multiday minimum temperature (use with DATN)                                                               ,      1      ,MDTN
1750-02-01 ,2023-12-31 ,Multiday maximum temperature (use with DATX)                                                               ,      1      ,MDTX
1935-09-23 ,2010-06-21 ,Multiday wind movement                                                                                     ,      1      ,MDWM
2010-01-01 ,2010-12-01 ,Long-term averages of monthly cooling degree days with base 45F                                            ,      1      ,MLY-CLDD-BASE45
2010-01-01 ,2010-12-01 ,Long-term averages of monthly cooling degree days with base 50F                                            ,      1      ,MLY-CLDD-BASE50
2010-01-01 ,2010-12-01 ,Long-term averages of monthly cooling degree days with base 55F                                            ,      1      ,MLY-CLDD-BASE55
2010-01-01 ,2010-12-01 ,Long-term averages of monthly cooling degree days with base 57F                                            ,      1      ,MLY-CLDD-BASE57
2010-01-01 ,2010-12-01 ,Long-term averages of monthly cooling degree days with base 60F                                            ,      1      ,MLY-CLDD-BASE60
2010-01-01 ,2010-12-01 ,Long-term averages of monthly cooling degree days with base 70F                                            ,      1      ,MLY-CLDD-BASE70
2010-01-01 ,2010-12-01 ,Long-term averages of monthly cooling degree days with base 72F                                            ,      1      ,MLY-CLDD-BASE72
2010-01-01 ,2010-12-01 ,Long-term averages of monthly cooling degree days with base 65F                                            ,      1      ,MLY-CLDD-NORMAL
2010-01-01 ,2010-12-01 ,Long-term averages of monthly diurnal temperature range                                                    ,      1      ,MLY-DUTR-NORMAL
2010-01-01 ,2010-12-01 ,Long-term standard deviations of monthly diurnal temperature range                                         ,      1      ,MLY-DUTR-STDDEV
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 40F                                            ,      1      ,MLY-GRDD-BASE40
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 45F                                            ,      1      ,MLY-GRDD-BASE45
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 45F                                            ,      1      ,MLY-GRDD-BASE45
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 50F                                            ,      1      ,MLY-GRDD-BASE50
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 55F                                            ,      1      ,MLY-GRDD-BASE55
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 57F                                            ,      1      ,MLY-GRDD-BASE57
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 60F                                            ,      1      ,MLY-GRDD-BASE60
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 65F                                            ,      1      ,MLY-GRDD-BASE65
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 70F                                            ,      1      ,MLY-GRDD-BASE70
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with base 72F                                            ,      1      ,MLY-GRDD-BASE72
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with truncated bases 48F and 86F                         ,      1      ,MLY-GRDD-TB4886
2010-01-01 ,2010-12-01 ,Long-term averages of monthly growing degree days with truncated bases 50F and 86F                         ,      1      ,MLY-GRDD-TB5086
2010-01-01 ,2010-12-01 ,Long-term averages of monthly heating degree days with base 40F                                            ,      1      ,MLY-HTDD-BASE40
2010-01-01 ,2010-12-01 ,Long-term averages of monthly heating degree days with base 45F                                            ,      1      ,MLY-HTDD-BASE45
2010-01-01 ,2010-12-01 ,Long-term averages of monthly heating degree days with base 50F                                            ,      1      ,MLY-HTDD-BASE50
2010-01-01 ,2010-12-01 ,Long-term averages of monthly heating degree days with base 55F                                            ,      1      ,MLY-HTDD-BASE55
2010-01-01 ,2010-12-01 ,Long-term averages of monthly heating degree days with base 57F                                            ,      1      ,MLY-HTDD-BASE57
2010-01-01 ,2010-12-01 ,Long-term averages of monthly heating degree days with base 60F                                            ,      1      ,MLY-HTDD-BASE60
2010-01-01 ,2010-12-01 ,Long-term averages of monthly heating degree days with base 65F                                            ,      1      ,MLY-HTDD-NORMAL
2010-01-01 ,2010-12-01 ,25th percentiles of monthly precipitation totals                                                           ,      1      ,MLY-PRCP-25PCTL
2010-01-01 ,2010-12-01 ,50th percentiles of monthly precipitation totals                                                           ,      1      ,MLY-PRCP-50PCTL
2010-01-01 ,2010-12-01 ,75th percentiles of monthly precipitation totals                                                           ,      1      ,MLY-PRCP-75PCTL
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with precipitation >= 0.01 inches                           ,      1      ,MLY-PRCP-AVGNDS-GE001HI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with precipitation >= 0.10 inches                           ,      1      ,MLY-PRCP-AVGNDS-GE010HI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with precipitation >= 0.50 inches                           ,      1      ,MLY-PRCP-AVGNDS-GE050HI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with precipitation >= 1.00 inches                           ,      1      ,MLY-PRCP-AVGNDS-GE100HI
2010-01-01 ,2010-12-01 ,Long-term averages of monthly precipitation totals                                                         ,      1      ,MLY-PRCP-NORMAL
2010-01-01 ,2010-12-01 ,25th percentiles of monthly snowfall totals                                                                ,      1      ,MLY-SNOW-25PCTL
2010-01-01 ,2010-12-01 ,50th percentiles of monthly snowfall totals                                                                ,      1      ,MLY-SNOW-50PCTL
2010-01-01 ,2010-12-01 ,75th percentiles of monthly snowfall totals                                                                ,      1      ,MLY-SNOW-75PCTL
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with Snowfall >= 0.1 inches                                 ,      1      ,MLY-SNOW-AVGNDS-GE001TI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with Snowfall >= 1.0 inches                                 ,      1      ,MLY-SNOW-AVGNDS-GE010TI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with Snowfall >= 3.0 inches                                 ,      1      ,MLY-SNOW-AVGNDS-GE030TI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with Snowfall >= 5.0 inches                                 ,      1      ,MLY-SNOW-AVGNDS-GE050TI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with Snowfall >= 10.0 inches                                ,      1      ,MLY-SNOW-AVGNDS-GE100TI
2010-01-01 ,2010-12-01 ,Long-term averages of monthly snowfall totals                                                              ,      1      ,MLY-SNOW-NORMAL
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with snow depth >= 1 inch                                   ,      1      ,MLY-SNWD-AVGNDS-GE001WI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with snow depth >= 3 inches                                 ,      1      ,MLY-SNWD-AVGNDS-GE003WI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with snow depth >= 5 inches                                 ,      1      ,MLY-SNWD-AVGNDS-GE005WI
2010-01-01 ,2010-12-01 ,Long-term averages of number of days per month with snow depth >= 10 inches                                ,      1      ,MLY-SNWD-AVGNDS-GE010WI
2010-01-01 ,2010-12-01 ,Long-term averages of monthly average temperature                                                          ,      1      ,MLY-TAVG-NORMAL
2010-01-01 ,2010-12-01 ,Long-term standard deviations of monthly average temperature                                               ,      1      ,MLY-TAVG-STDDEV
2010-01-01 ,2010-12-01 ,Long-term average number of days per month where tmax is greater than or equal to 40F                      ,      1      ,MLY-TMAX-AVGNDS-GRTH040
2010-01-01 ,2010-12-01 ,Long-term average number of days per month where tmax is greater than or equal to 50F                      ,      1      ,MLY-TMAX-AVGNDS-GRTH050
2010-01-01 ,2010-12-01 ,Long-term average number of days per month where tmax is greater than or equal to 60F                      ,      1      ,MLY-TMAX-AVGNDS-GRTH060
2010-01-01 ,2010-12-01 ,Long-term average number of days per month where tmax is greater than or equal to 70F                      ,      1      ,MLY-TMAX-AVGNDS-GRTH070
2010-01-01 ,2010-12-01 ,Long-term average number of days per month where tmax is greater than or equal to 80F                      ,      1      ,MLY-TMAX-AVGNDS-GRTH080
2010-01-01 ,2010-12-01 ,Long-term average number of days per month where tmax is greater than or equal to 90F                      ,      1      ,MLY-TMAX-AVGNDS-GRTH090
2010-01-01 ,2010-12-01 ,Long-term average number of days per month where tmax is greater than or equal to 100F                     ,      1      ,MLY-TMAX-AVGNDS-GRTH100
